#Tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers
,,658665379,Port:1,0,1746667356,318801104,Enabled,0.444701,0.592279,-0.285666,0.608146,-178.217,-106.542,-1477.04,0.212123,4,OK,-178.197,-106.528,-1477.23,OK,-184.185,-155.067,-1466.15,OK,-137.199,-183.34,-1465.33,OK,-120.431,-122.449,-1479.36,,658665379,Port:2,0,1746667356,318801104,Enabled,0.9471,0.0055687,0.0611988,0.315002,-120.777,-253.024,-1306.23,0.168917,3,OK,-120.589,-253.162,-1306.24,OK,-164.852,-278.224,-1300.21,OK,-158.585,-202.288,-1303.11,,658665379,Port:65535,0,1746667356,318801104,Missing,,,,,,,,,0
,,658665382,Port:1,0,1746667356,368801104,Enabled,0.445226,0.59211,-0.285158,0.608165,-178.35,-106.477,-1476.68,0.22288,4,OK,-178.329,-106.464,-1476.89,OK,-184.314,-154.979,-1465.71,OK,-137.332,-183.269,-1464.9,OK,-120.575,-122.394,-1479,,658665382,Port:2,0,1746667356,368801104,Enabled,0.947091,0.00540806,0.0611712,0.315036,-120.772,-253.029,-1306.21,0.169396,3,OK,-120.583,-253.166,-1306.23,OK,-164.848,-278.229,-1300.2,OK,-158.586,-202.299,-1303.12,,658665382,Port:65535,0,1746667356,368801104,Missing,,,,,,,,,0
,,658665385,Port:1,0,1746667356,418801104,Enabled,0.445441,0.592103,-0.285247,0.607973,-178.539,-106.379,-1476.54,0.245362,4,OK,-178.519,-106.369,-1476.77,OK,-184.525,-154.879,-1465.53,OK,-137.564,-183.186,-1464.78,OK,-120.768,-122.326,-1478.85,,658665385,Port:2,0,1746667356,418801104,Enabled,0.947077,0.00544361,0.0613603,0.315041,-120.774,-253.026,-1306.22,0.168052,3,OK,-120.587,-253.162,-1306.24,OK,-164.846,-278.224,-1300.18,OK,-158.587,-202.3,-1303.11,,658665385,Port:65535,0,1746667356,418801104,Missing,,,,,,,,,0
,,658665388,Port:1,0,1746667356,468801104,Enabled,0.4447,0.591914,-0.285644,0.608512,-178.581,-106.43,-1476.6,0.227518,4,OK,-178.563,-106.422,-1476.81,OK,-184.546,-154.939,-1465.67,OK,-137.561,-183.215,-1464.83,OK,-120.797,-122.334,-1478.84,,658665388,Port:2,0,1746667356,468801104,Enabled,0.9471,0.00550708,0.0610816,0.315023,-120.774,-253.028,-1306.21,0.169723,3,OK,-120.584,-253.164,-1306.23,OK,-164.853,-278.231,-1300.2,OK,-158.586,-202.293,-1303.1,,658665388,Port:65535,0,1746667356,468801104,Missing,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers
,,658665619,Port:1,0,1746667360,318801102,Enabled,0.185646,0.69468,-0.0143649,0.694802,-119.851,-143.844,-1498.75,0.156287,4,OK,-119.861,-143.791,-1498.84,OK,-88.2947,-181.851,-1490.45,OK,-35.5212,-168.213,-1495.8,OK,-68.6639,-113.977,-1507.82,,658665619,Port:2,0,1746667360,318801102,Enabled,0.947089,0.00531258,0.0612801,0.315021,-120.78,-253.036,-1306.23,0.169425,3,OK,-120.588,-253.17,-1306.25,OK,-164.859,-278.234,-1300.21,OK,-158.592,-202.307,-1303.14,,658665619,Port:65535,0,1746667360,318801102,Missing,,,,,,,,,0
,,658665622,Port:1,0,1746667360,368801101,Enabled,0.185992,0.694764,-0.0143563,0.694625,-120.183,-143.816,-1498.81,0.156578,4,OK,-120.204,-143.767,-1498.9,OK,-88.6423,-181.854,-1490.5,OK,-35.8713,-168.228,-1495.89,OK,-68.9668,-113.96,-1507.91,,658665622,Port:2,0,1746667360,368801101,Enabled,0.947084,0.00563651,0.0611755,0.315051,-120.777,-253.03,-1306.21,0.169855,3,OK,-120.59,-253.17,-1306.23,OK,-164.849,-278.238,-1300.2,OK,-158.591,-202.294,-1303.09,,658665622,Port:65535,0,1746667360,368801101,Missing,,,,,,,,,0
,,658665625,Port:1,0,1746667360,418801101,Enabled,0.185619,0.695176,-0.0160375,0.694275,-120.458,-143.605,-1498.68,0.176266,4,OK,-120.479,-143.548,-1498.8,OK,-88.984,-181.717,-1490.47,OK,-36.1877,-168.186,-1495.89,OK,-69.1968,-113.842,-1507.69,,658665625,Port:2,0,1746667360,418801101,Enabled,0.947071,0.00536354,0.061386,0.315056,-120.78,-253.034,-1306.24,0.169979,3,OK,-120.591,-253.172,-1306.26,OK,-164.851,-278.235,-1300.2,OK,-158.596,-202.305,-1303.14,,658665625,Port:65535,0,1746667360,418801101,Missing,,,,,,,,,0
,,658665628,Port:1,0,1746667360,468801101,Enabled,0.186066,0.694958,-0.0158315,0.694378,-120.594,-143.465,-1498.54,0.165596,4,OK,-120.608,-143.411,-1498.64,OK,-89.1294,-181.573,-1490.31,OK,-36.3419,-168.071,-1495.67,OK,-69.3231,-113.727,-1507.58,,658665628,Port:2,0,1746667360,468801101,Enabled,0.947095,0.00550934,0.0610214,0.31505,-120.778,-253.034,-1306.21,0.167925,3,OK,-120.59,-253.169,-1306.23,OK,-164.856,-278.239,-1300.21,OK,-158.592,-202.304,-1303.1,,658665628,Port:65535,0,1746667360,468801101,Missing,,,,,,,,,0
